num_nodes,packet_loss,run_id,converged,total_messages,true_mean,final_consensus_mean,mean_relative_error,within_5pct_of_true,remaining_mass,mass_loss_pct
4,0.1,41,True,105,50.75,50.74996622858089,9.600828267176113e-07,True,203.0,0.0
4,0.1,42,True,77,62.25,62.25018399881926,2.955804325404964e-06,True,249.0,0.0
4,0.1,43,True,63,49.0,49.00068688873597,1.4723610365023763e-05,True,196.0,0.0
4,0.1,44,True,85,57.75,57.750084040018336,9.083279128932729e-06,True,231.0,0.0
4,0.1,45,True,75,64.25,64.24995061255223,1.718080241409379e-06,True,257.0,0.0
4,0.1,46,True,81,36.0,36.001643625165,4.565625458329157e-05,True,144.0,0.0
4,0.1,47,True,78,53.25,53.249766320993885,6.997438261567339e-06,True,213.0,0.0
4,0.1,48,True,81,39.0,39.00003549551156,1.7133393788854462e-06,True,156.0,0.0
4,0.1,49,True,84,53.0,53.00000120810807,1.0346092827745142e-07,True,212.0,0.0
4,0.1,50,True,92,53.0,52.999862032315136,8.618297906739179e-06,True,212.0,0.0
4,0.1,51,True,87,50.25,50.2501694564844,7.028293360209393e-06,True,201.0,0.0
4,0.1,52,True,99,80.5,80.43044404087424,0.0008640491816865199,True,322.0,0.0
4,0.1,53,True,75,49.0,48.99975201363239,5.060946277821449e-06,True,196.0,0.0
4,0.1,54,True,82,42.5,42.50086439880779,2.0338795477586553e-05,True,170.0,0.0
4,0.1,55,True,85,43.0,42.999997122695184,1.6556193974851297e-06,True,172.0,0.0
4,0.1,56,True,63,56.5,56.49998134213704,9.98208206955943e-07,True,226.0,0.0
4,0.1,57,True,76,60.75,59.75969881587167,0.016301254059725552,True,243.0,0.0
4,0.1,58,True,93,70.25,70.24989398614468,1.5090940257454465e-06,True,281.0,0.0
4,0.1,59,True,103,65.0,64.99994714101275,1.0663768921294657e-06,True,260.0,0.0
4,0.1,60,True,113,41.5,41.50003727141287,1.5551574722291705e-06,True,166.00000000000003,-2.220446049250313e-14
4,0.1,61,True,73,38.5,38.499668127606554,1.023562897091705e-05,True,154.0,0.0
4,0.1,62,True,67,75.75,75.75088581084262,1.1693872509811013e-05,True,303.0,0.0
4,0.1,63,True,93,55.25,55.24711221099492,5.226767430011097e-05,True,221.0,0.0
4,0.1,64,True,60,55.25,55.25024248784572,5.435346056957187e-06,True,221.0,0.0
4,0.1,65,True,81,40.0,39.99995022084641,2.4360883698726353e-06,True,160.0,0.0
4,0.1,66,True,95,44.25,44.25065835534643,2.0108313724558736e-05,True,177.0,0.0
4,0.1,67,True,76,62.25,62.24925105112342,1.2031307254249963e-05,True,249.0,0.0
4,0.1,68,True,99,29.0,28.999630282835007,1.2989324631558833e-05,True,116.0,0.0
4,0.1,69,True,85,50.25,50.249985673233006,6.725768027512916e-07,True,201.0,0.0
4,0.1,70,True,116,49.0,48.99955993521312,8.980914017870163e-06,True,196.00000000000006,-2.220446049250313e-14
