Timestamp,Run,Packet_Loss_Pct,True_Mean,Est_Mean,MRE_Percent,Acceptable,Avg_Traffic,Elapsed_s
2026-04-27T15:37:22.062862,1,0.3,46.25,46.2501075,0.0011405405405376903,True,38.0,56.03248190879822
2026-04-27T15:38:38.145362,2,0.3,70.75,70.750665,0.0009964664310953436,True,46.75,65.0409803390503
2026-04-27T15:39:56.515511,3,0.3,47.25,47.2499175,0.0031481481481473905,True,48.5,66.04411602020264
2026-04-27T15:40:52.221108,4,0.3,75.25,75.3535125,0.13755813953488005,True,26.5,44.02780032157898
2026-04-27T15:41:49.930018,5,0.3,62.25,62.249865,0.00022489959839647446,True,28.0,46.02924084663391
2026-04-27T15:42:58.178792,6,0.3,58.75,58.7515875,0.002702127659576485,True,39.25,57.038047313690186
2026-04-27T15:43:59.446216,7,0.3,65.25,65.2501075,0.0007164750957841791,True,31.5,50.033066272735596
2026-04-27T15:45:12.371325,8,0.3,58.5,58.499292499999996,0.0013888888888894477,True,44.25,62.03998398780823
2026-04-27T15:46:31.875897,9,0.3,22.25,22.250170000000004,0.0007640449438232343,True,50.5,67.0436942577362
2026-04-27T15:48:05.081502,11,0.3,66.75,66.7498575,0.0012022471910096315,True,25.75,44.0275399684906
2026-04-27T15:49:16.312455,12,0.3,47.0,47.001,0.0022446808510619997,True,42.25,60.038851261138916
2026-04-27T15:50:28.397294,13,0.3,42.25,42.2468425,0.00747337278106596,True,42.75,61.04298114776611
2026-04-27T15:51:54.484326,14,0.3,62.75,62.7511375,0.00279282868525656,True,56.75,75.04908180236816
2026-04-27T15:53:26.334981,15,0.3,47.75,47.7539225,0.008214659685863516,True,62.75,79.04889917373657
2026-04-27T15:54:42.331074,16,0.3,66.5,66.5012025,0.004973684210529015,True,45.75,63.03593325614929
2026-04-27T15:55:58.619531,17,0.3,75.0,75.00035500000001,0.0012466666666692088,True,47.25,65.03863024711609
2026-04-27T15:57:09.844282,18,0.3,74.5,74.49894499999999,0.0014161073825563345,True,42.0,60.039352893829346
2026-04-27T15:58:20.265388,19,0.3,60.25,60.24758750000001,0.004004149377590662,True,41.0,59.03944778442383
2026-04-27T15:59:29.968234,20,0.3,69.5,69.50010499999999,0.0003453237410043447,True,40.75,57.03763175010681
